state,county,forecast,DemRepRatio
florida,highlands,0.460286585081187,0.326918994036016
florida,hillsborough,0.465169401986458,0.534790732701967
florida,indian river,0.461640892782966,0.391289962364035
florida,lake,0.466608303838385,0.512388200655519
florida,lee,0.46921855123186,0.395615183246073
florida,leon,0.466926264482574,0.642825170651647
florida,manatee,0.47088995552048,0.419078516218691
florida,marion,0.467684734195757,0.333994537169018
florida,martin,0.46458952642224,0.387352494027366
florida,miami-dade,0.472209902648197,0.536947606537603
florida,okaloosa,0.450988870810053,0.300299878996195
florida,orange,0.468423765618117,0.626646682863217
florida,palm beach,0.476566326715834,0.564338921985779
florida,pasco,0.469079190706964,0.398645436466752
florida,pinellas,0.468453259017055,0.501120725934194
florida,polk,0.463146099341917,0.401649519598674
florida,santa rosa,0.448911799747319,0.262978942255493
florida,sarasota,0.467011940711366,0.447370381406436
florida,seminole,0.473094628975888,0.50383637401496
florida,st johns,0.462755730348377,0.365282958420101
florida,st lucie,0.460756615384975,0.492121332647045
florida,volusia,0.463370363209746,0.428964243945387
georgia,appling,0.454326282371518,0.214208308248043
georgia,bibb,0.484233557047757,0.571288522447338
georgia,bulloch,0.470871937836825,0.379459313510412
georgia,carroll,0.466708569476906,0.322907432602193
georgia,chatham,0.479072941777897,0.585304016404404
georgia,cherokee,0.477450618895115,0.287308095230498
georgia,clarke,0.473408829843489,0.629056889316916
georgia,clayton,0.475235695237127,0.857910485313014
georgia,cobb,0.481262664176909,0.572794051199959
georgia,columbia,0.4830928663312,0.371892459890307
georgia,coweta,0.478969483745787,0.319768593731426
georgia,dougherty,0.473601580743065,0.701578601809826
georgia,floyd,0.476480566717617,0.298093725178713
georgia,forsyth,0.47633033167673,0.477029825887617
georgia,fulton,0.482004836228654,0.703281181901467
georgia,glynn,0.476080161319998,0.382672611157971
georgia,gwinnett,0.480719184428832,0.592364785420341
georgia,hall,0.475216947842491,0.2806134460376
georgia,henry,0.480941988560286,0.485492029030163
georgia,houston,0.476236378200725,0.374481243388396
georgia,lowndes,0.474230802713339,0.476832142314125
georgia,muscogee,0.476559808578878,0.622395636985096
georgia,paulding,0.462699760490976,0.341256094431614
georgia,pickens,0.45856363920715,0.257745575304728
georgia,richmond,0.473896091202508,0.627694506508426
georgia,rockdale,0.473850532291751,0.705983369486623
georgia,spalding,0.46485271642863,0.394892932542475
georgia,troup,0.481025156937452,0.389556206049595
georgia,ware,0.463191842133925,0.299161693662972
georgia,whitfield,0.472628116147876,0.293890816944858
illinois,adams,0.531186006162764,0.269156247161757
illinois,champaign,0.531618382140988,0.554708356026178
illinois,christian,0.521521473521485,0.272675808277771
illinois,coles,0.52502509453153,0.364956568946797
illinois,cook,0.540643425046421,0.754203581440476
illinois,effingham,0.527256405969381,0.229638554216867
illinois,jo daviess,0.517025572015819,0.416211812627291
illinois,kane,0.535950848533357,0.568152893814121
illinois,kankakee,0.521523894717861,0.415363809601869
illinois,la salle,0.526364746907921,0.0909350057012543
illinois,lake,0.538040326270855,0.512388200655519
illinois,livingston,0.518573675395072,0.171268329441994
illinois,macon,0.525398704425313,0.407878212058666
illinois,madison,0.522119358672823,0.414480266994313
illinois,mchenry,0.533011465504452,0.481921367437646
illinois,mclean,0.533662074694277,0.502576143685388
illinois,peoria,0.537001618713474,0.532543077111084
illinois,rock island,0.535175680897734,0.561935246730174
illinois,sangamon,0.534018743217552,0.477695748129919
illinois,st clair,0.529282702468066,0.449089352658146
illinois,tazewell,0.523602336145084,0.321125727643581
illinois,vermilion,0.524473675150502,0.264404090572025
illinois,whiteside,0.521276736518563,0.457542942494399
illinois,will,0.530285689455685,0.542472517262433
illinois,williamson,0.538131023556858,0.355859865477461
illinois,winnebago,0.533122079880302,0.498752150867497
illinois,woodford,0.516663816698466,0.293907152058781
indiana,allen,0.415520289641063,0.285475968883348
indiana,clark,0.417585033329252,0.483306959613567
indiana,delaware,0.421943934164199,0.433723072562358
indiana,hamilton,0.420486829293899,0.539325973387215
indiana,hancock,0.40081495452885,0.321585496436879
indiana,howard,0.410434020450063,0.716446611515915
indiana,johnson,0.411385590275051,0.215688715953307
indiana,lake,0.41694483703527,0.512388200655519
indiana,madison,0.406538473318906,0.414480266994313
indiana,marion,0.419230718355716,0.333994537169018
indiana,monroe,0.423550778218913,0.355735505445035
indiana,wayne,0.421837135294232,0.333849362957795
iowa,dallas,0.430295926715142,0.650221784130113
iowa,johnson,0.441446333113408,0.215688715953307
iowa,polk,0.443244186257857,0.401649519598674
iowa,scott,0.446502808566115,0.144264955943732
kentucky,adair,0.37340999519072,0.198938611589214
kentucky,boone,0.387319008592038,0.330716317055978
kentucky,christian,0.374126900756619,0.272675808277771
kentucky,fayette,0.38447085301544,0.371022299171195
kentucky,franklin,0.380090058665888,0.584962310404024
kentucky,hardin,0.380812772114311,0.199584670568246
kentucky,jefferson,0.38553879526383,0.486252586841484
kentucky,madison,0.379414392631247,0.414480266994313
kentucky,perry,0.377637648437112,0.3090978205778
kentucky,pike,0.377755062450819,0.254942746519483
kentucky,pulaski,0.378118182544987,0.575706029646378
kentucky,scott,0.370016560500023,0.144264955943732
kentucky,warren,0.384282246248217,0.353587429863496
louisiana,ascension,0.4077871985922,0.333939036767835
louisiana,bossier,0.409142747700843,0.291461962185499
louisiana,caddo,0.404693020463388,0.512170475295619
louisiana,calcasieu,0.397495622156688,0.32057546145494
louisiana,east baton rouge,0.417240935975993,0.566562253366471
louisiana,jefferson,0.411505289015141,0.486252586841484
louisiana,lafayette,0.407135960130134,0.352079491907396
louisiana,livingston,0.396397315594375,0.171268329441994
louisiana,orleans,0.40848100301211,0.84721346795173
louisiana,ouachita,0.400003612636054,0.386123913913526
louisiana,rapides,0.406647439224679,0.336809518868251
louisiana,st john the baptist,0.394976830451998,0.643087121212121
louisiana,st tammany,0.411370193919168,0.274692166623002
louisiana,tangipahoa,0.403120593622512,0.333145185472633
louisiana,terrebonne,0.405453128379099,0.245909919406197
louisiana,vernon,0.401177672184578,0.316860465116279
maryland,anne arundel,0.599658800184739,0.574842671066111
maryland,baltimore,0.598847906922167,0.638660342897252
maryland,baltimore city,0.602636686403642,0.890927379488811
maryland,carroll,0.596722107949227,0.322907432602193
maryland,charles,0.598631463410675,0.708501424501425
maryland,dorchester,0.586470344291799,0.438960373855707
maryland,frederick,0.591778032925736,0.50169731707575
maryland,harford,0.584740176666452,0.438083666030203
maryland,howard,0.601385509978913,0.716446611515915
maryland,montgomery,0.607876704684818,0.661548508508044
maryland,talbot,0.594325568034532,0.516422356353375
maryland,washington,0.587723737265461,0.330211272748381
maryland,wicomico,0.585436799802572,0.490110671585404
massachusetts,barnstable,0.600751439827756,0.624513763959132
massachusetts,berkshire,0.597213091917165,0.741088449024638
massachusetts,bristol,0.597058024928959,0.561308550077036
massachusetts,essex,0.600209665099594,0.646268785214804
massachusetts,hampden,0.597737014521217,0.590567647913873
massachusetts,hampshire,0.59369930807384,0.739838632462665
massachusetts,middlesex,0.600082752856573,0.713379631191794
massachusetts,norfolk,0.603067217819418,0.685669558411063
massachusetts,plymouth,0.595272384608729,0.588861719409748
massachusetts,suffolk,0.613744522716138,0.821918057939751
massachusetts,worcester,0.598575506069712,0.578699121099589
michigan,bay,0.473487661294839,0.279290379561885
michigan,berrien,0.475681657847812,0.16506243496358
michigan,calhoun,0.47190230642421,0.29521630811175
michigan,jackson,0.475863418010101,0.299306103227783
michigan,kent,0.478743999328893,0.506366400608134
michigan,livingston,0.469136008210201,0.171268329441994
michigan,marquette,0.471670187069428,0.361576244697477
michigan,monroe,0.471419345398647,0.355735505445035
michigan,ottawa,0.475326292005359,0.335388763013738
michigan,wayne,0.474819303185962,0.333849362957795
minnesota,ramsey,0.497818041298356,0.314225460122699
minnesota,scott,0.486343301733373,0.144264955943732
minnesota,washington,0.483642314030728,0.330211272748381
missouri,boone,0.422870120913057,0.330716317055978
missouri,buchanan,0.413150840446193,0.160335421297232
missouri,butler,0.409256414797396,0.380389602332651
missouri,cass,0.405481418365097,0.475513213111036
missouri,christian,0.415867779151426,0.272675808277771
missouri,clay,0.416360588543454,0.293118418561533
missouri,franklin,0.407263073654777,0.584962310404024
missouri,greene,0.417552435181557,0.351351665939182
missouri,jackson,0.418983711459999,0.299306103227783
missouri,jasper,0.422657365011405,0.211556099052278
missouri,jefferson,0.410876915600349,0.486252586841484
missouri,lincoln,0.408631801918658,0.273723096494823
missouri,livingston,0.403170953441356,0.171268329441994
missouri,newton,0.411532898518627,0.529897157945938
missouri,platte,0.415452219636233,0.185881370091896
missouri,st charles,0.418566170722359,0.349587985588414
missouri,webster,0.402822622152287,0.351281654546392
new jersey,camden,0.536067537053155,0.326968727422851
new jersey,cumberland,0.525129023923007,0.504658832570203
new jersey,essex,0.539281668450907,0.646268785214804
new jersey,gloucester,0.522814522562477,0.318879069554467
new jersey,mercer,0.537920236459807,0.218127381600435
new jersey,middlesex,0.540887553408594,0.713379631191794
new jersey,somerset,0.540238301896331,0.424949899799599
new jersey,sussex,0.529077914278595,0.560245739199366
new jersey,union,0.544704063264833,0.332254391743043
new jersey,warren,0.531637164497722,0.353587429863496
new york,albany,0.563233349233177,0.514515307566069
new york,clinton,0.565558428506405,0.235749833256375
new york,erie,0.553546466764438,0.441151993543994
new york,jefferson,0.551020405457836,0.486252586841484
new york,madison,0.541118575680355,0.414480266994313
new york,monroe,0.558938619581349,0.355735505445035
new york,nassau,0.571350018322424,0.267744710132462
new york,oneida,0.555050746029809,0.39559851755626
new york,orange,0.561185397430085,0.626646682863217
new york,orleans,0.539086011365315,0.84721346795173
new york,putnam,0.549332013870697,0.267147074144817
new york,richmond,0.560369542555795,0.627694506508426
new york,suffolk,0.562696513657446,0.821918057939751
new york,warren,0.558323304866919,0.353587429863496
north carolina,alamance,0.475925891678548,0.457405072984531
north carolina,buncombe,0.474990067769619,0.607291397937418
north carolina,burke,0.465642469719817,0.330440073733379
north carolina,cabarrus,0.469964989174678,0.452014315548662
north carolina,carteret,0.460378476130076,0.287101445834619
north carolina,catawba,0.468254357288945,0.312225773910084
north carolina,cleveland,0.4719020273167,0.394864587908066
north carolina,craven,0.465683531825406,0.405289382905328
north carolina,cumberland,0.466984189829918,0.504658832570203
north carolina,davidson,0.460097702603687,0.574200379634053
north carolina,durham,0.475968913696203,0.816767994942054
north carolina,forsyth,0.46958472223729,0.477029825887617
north carolina,gaston,0.46924645685631,0.359314688750088
north carolina,guilford,0.47160568295874,0.617326485483986
north carolina,harnett,0.457109663556319,0.385769163610966
north carolina,haywood,0.452529817963983,0.395910737774906
north carolina,henderson,0.469094269628187,0.368624037333914
north carolina,iredell,0.46703273905005,0.335863941802613
north carolina,johnston,0.461756642066869,0.369060278234276
north carolina,lee,0.466337760061503,0.395615183246073
north carolina,mecklenburg,0.471752977307084,0.671291815126607
north carolina,moore,0.468454107252051,0.350009835420628
north carolina,nash,0.470352598294495,0.501158882836945
north carolina,new hanover,0.471940896608883,0.510840432844928
north carolina,onslow,0.467031493408117,0.344961901512567
north carolina,pasquotank,0.476550236752543,0.501581471278441
north carolina,pitt,0.470117257084339,0.547950924229422
north carolina,randolph,0.473337017107478,0.225881718630896
north carolina,robeson,0.470031035910541,0.40618459830009
north carolina,surry,0.468253065772461,0.273297116590054
north carolina,union,0.468743482780096,0.332254391743043
north carolina,vance,0.462117335941465,0.597012774949573
north carolina,wake,0.473259337062437,0.634891119601377
north carolina,wayne,0.47435999429744,0.333849362957795
north carolina,wilson,0.475156140696038,0.380989502591133
ohio,allen,0.439070463927366,0.285475968883348
ohio,athens,0.454868907059742,0.576265896855738
ohio,auglaize,0.433763701397943,0.182757672207159
ohio,butler,0.449311445562514,0.380389602332651
ohio,carroll,0.431023138229067,0.322907432602193
ohio,clark,0.444406886309575,0.483306959613567
ohio,clermont,0.44408059624851,0.313743534998435
ohio,columbiana,0.433157762420062,0.272160537842518
ohio,cuyahoga,0.44871352623438,0.672471823873965
ohio,defiance,0.426348474857127,0.314474998685525
ohio,delaware,0.445950841221455,0.433723072562358
ohio,fairfield,0.437137160812237,0.59990218460466
ohio,franklin,0.44912680257537,0.584962310404024
ohio,fulton,0.431327506952125,0.703281181901467
ohio,greene,0.442915452103178,0.351351665939182
ohio,hamilton,0.447340125737764,0.539325973387215
ohio,hancock,0.440637954921007,0.321585496436879
ohio,huron,0.432509703100167,0.290436084596669
ohio,lake,0.4459727670228,0.512388200655519
ohio,licking,0.445969666459277,0.357084985254243
ohio,lorain,0.439901253908954,0.487585944698976
ohio,lucas,0.442217800705888,0.58532565145506
ohio,mahoning,0.442622160674887,0.490378071190363
ohio,medina,0.445628015469105,0.381233356960861
ohio,miami,0.432865694992896,0.274625661885893
ohio,montgomery,0.443398803422881,0.661548508508044
ohio,muskingum,0.437439051620458,0.300491992569908
ohio,portage,0.442439198980924,0.462101863599664
ohio,richland,0.433360962529969,0.303830844765926
ohio,ross,0.433812730376727,0.321516674280493
ohio,sandusky,0.430109133912491,0.359283873592839
ohio,stark,0.441138347520964,0.387508621575217
ohio,summit,0.445967912103311,0.553214478660184
ohio,trumbull,0.440879452333345,0.446471372840051
ohio,tuscarawas,0.439902972305715,0.297344683599788
ohio,union,0.44337269726321,0.332254391743043
ohio,warren,0.444338648582317,0.353587429863496
ohio,wayne,0.434157296574909,0.333849362957795
ohio,wood,0.434420271350765,0.438891328108214
oklahoma,canadian,0.342143655543355,0.277681947853778
oklahoma,carter,0.357878418968612,0.205592440687952
oklahoma,cleveland,0.359769848021316,0.394864587908066
oklahoma,comanche,0.356536132271165,0.396715918273116
oklahoma,garfield,0.349395273160386,0.217902317077721
oklahoma,lincoln,0.341094006357869,0.273723096494823
oklahoma,mcclain,0.342011669688597,0.189754727975844
oklahoma,muskogee,0.353268732026181,0.326925426628111
oklahoma,oklahoma,0.35869166215883,0.494201008459623
oklahoma,payne,0.355563188345761,0.379705400981997
oklahoma,rogers,0.34255799762585,0.21983035304906
oklahoma,tulsa,0.354897186912406,0.41990985090727
oklahoma,washington,0.35131804770685,0.330211272748381
pennsylvania,butler,0.473733453363027,0.380389602332651
pennsylvania,chester,0.485647596852151,0.191743617599131
pennsylvania,columbia,0.47108843517968,0.371892459890307
pennsylvania,cumberland,0.480714684472482,0.504658832570203
pennsylvania,delaware,0.479742336349255,0.433723072562358
pennsylvania,erie,0.472243472463489,0.441151993543994
pennsylvania,fayette,0.473462349937352,0.371022299171195
pennsylvania,franklin,0.468855201632143,0.584962310404024
pennsylvania,lancaster,0.479753252234287,0.476716206652512
pennsylvania,lawrence,0.472689030597643,0.225789487877889
pennsylvania,mercer,0.474218571811918,0.218127381600435
pennsylvania,monroe,0.470961146071722,0.355735505445035
pennsylvania,montgomery,0.486542255665806,0.661548508508044
pennsylvania,northampton,0.479582444592951,0.583693045563549
pennsylvania,washington,0.479161121376836,0.330211272748381
pennsylvania,westmoreland,0.479639973604388,0.458396985436399
pennsylvania,york,0.475199130631718,0.466274654572302
south carolina,anderson,0.432664307137058,0.336177523264137
south carolina,beaufort,0.435265373972779,0.369505178365938
south carolina,dorchester,0.425596638952319,0.438960373855707
south carolina,florence,0.431296949220899,0.268016472203157
south carolina,jasper,0.438854467358551,0.211556099052278
south carolina,oconee,0.417540827529878,0.329684533667246
south carolina,pickens,0.439852016767227,0.257745575304728
south carolina,richland,0.437416912850594,0.303830844765926
south carolina,sumter,0.435668879893738,0.365106251924854
south carolina,york,0.434548504528684,0.466274654572302
tennessee,anderson,0.383794368129124,0.336177523264137
tennessee,blount,0.390605654249507,0.222035142252731
tennessee,bradley,0.390009102020854,0.227656159986832
tennessee,coffee,0.389972679490857,0.252126887819033
tennessee,cumberland,0.375597741168874,0.504658832570203
tennessee,davidson,0.395335016821064,0.574200379634053
tennessee,hamblen,0.399940285823548,0.226235037637284
tennessee,hamilton,0.394955407139575,0.539325973387215
tennessee,hardin,0.381582462072413,0.199584670568246
tennessee,knox,0.39642515678204,0.410655667778178
tennessee,madison,0.386022260928418,0.414480266994313
tennessee,maury,0.391089176064568,0.314240878775991
tennessee,montgomery,0.390257879880289,0.661548508508044
tennessee,putnam,0.396213954779822,0.267147074144817
tennessee,robertson,0.373860256755466,0.26158661369929
tennessee,rutherford,0.394308331267703,0.391633828432858
tennessee,shelby,0.396560763111382,0.544681903348836
tennessee,sullivan,0.394060374758759,0.236175682327846
tennessee,sumner,0.399400968364315,0.303728575504203
tennessee,washington,0.392413672491696,0.330211272748381
tennessee,williamson,0.400443994508172,0.355859865477461
tennessee,wilson,0.38615204030175,0.380989502591133
texas,cameron,0.45689748078767,0.0811013767209011
texas,dallas,0.45897757940262,0.650221784130113
texas,ellis,0.444184417634666,0.0875675675675676
texas,grayson,0.450943244003402,0.190352182539683
texas,guadalupe,0.443502868429197,0.573686657368666
texas,hardin,0.451065850692341,0.199584670568246
texas,harris,0.457254758431463,0.275940533980583
texas,hidalgo,0.45372712913199,0.423571796191457
texas,jefferson,0.460050766401766,0.486252586841484
texas,johnson,0.442168885929674,0.215688715953307
texas,kendall,0.454250789811795,0.529332907756144
texas,lamar,0.448209352182975,0.223209293657203
texas,medina,0.439850422693932,0.381233356960861
texas,montgomery,0.464658371189038,0.661548508508044
texas,smith,0.459390750863293,0.201611098679794
texas,taylor,0.455451826981994,0.263540590787027
texas,williamson,0.456563298640567,0.355859865477461
texas,wise,0.435498645336431,0.18875940762321
utah,cache,0.402991463541923,0.292016076052093
utah,davis,0.404258429453903,0.319813651887876
utah,salt lake,0.407397737099191,0.56008985524818
utah,utah,0.401971961099145,0.248994835534297
utah,washington,0.402323022296053,0.330211272748381
utah,weber,0.40329060122256,0.339319750942437
virginia,albemarle,0.512951117069095,0.671186976450134
virginia,arlington,0.536211224967932,0.82517898826589
virginia,augusta,0.508812427518285,0.260865379987486
virginia,campbell,0.513663161549445,0.197564963410956
virginia,chesterfield,0.513159629147974,0.533978158503153
virginia,culpeper,0.504650999704634,0.398700664688873
virginia,fairfax,0.519741945769692,0.713771195083149
virginia,fauquier,0.505503775480355,0.411637880527759
virginia,frederick,0.513356247289639,0.50169731707575
virginia,hanover,0.502047616333553,0.363475763016158
virginia,henrico,0.51138208785486,0.647579050285537
virginia,loudoun,0.516257301346156,0.627651274607639
virginia,norfolk,0.511627784528742,0.685669558411063
virginia,prince william,0.517129938224525,0.637539326594819
virginia,roanoke,0.508413408870543,0.388824484117783
virginia,rockingham,0.507338508074537,0.31716988237379
virginia,spotsylvania,0.513355568443018,0.465381589299764
virginia,stafford,0.516390392277454,0.51674991332931
virginia,suffolk,0.502239943011359,0.821918057939751
virginia,warren,0.494482411678858,0.353587429863496
wisconsin,barron,0.460077959642478,0.36780413649638
wisconsin,brown,0.470847512076913,0.427410587942354
wisconsin,chippewa,0.465284387750319,0.396118980169972
wisconsin,columbia,0.461897315581038,0.371892459890307
wisconsin,dane,0.476965459877333,0.767541336637314
wisconsin,dodge,0.459895156390203,0.332471960520413
wisconsin,eau claire,0.479243013318846,0.555116658766524
wisconsin,fond du lac,0.468620264822658,0.365411238507685
wisconsin,jefferson,0.465848968027042,0.486252586841484
wisconsin,kenosha,0.476303075294499,0.484058968622727
wisconsin,la crosse,0.465510223083271,0.568856155117992
wisconsin,marathon,0.468872745941901,0.408420829356241
wisconsin,marinette,0.459323615136412,0.324922805469784
wisconsin,milwaukee,0.481829743945077,0.702504500395238
wisconsin,oneida,0.468419694383303,0.39559851755626
wisconsin,outagamie,0.475839674390454,0.449468185418474
wisconsin,portage,0.472861227275055,0.462101863599664
wisconsin,racine,0.476055927241168,0.4793574036201
wisconsin,rock,0.471515606859017,0.55680462074562
wisconsin,sauk,0.460797633432377,0.508637397825904
wisconsin,shawano,0.460451895426947,0.31971843615495
wisconsin,sheboygan,0.468828823516823,0.418806985010045
wisconsin,st croix,0.462071436242164,0.418675188214266
wisconsin,walworth,0.463135272561213,0.402348163841808
wisconsin,washington,0.468353865341819,0.330211272748381
wisconsin,waukesha,0.477270909484217,0.394247879949157
wisconsin,winnebago,0.473085562483194,0.498752150867497
wisconsin,wood,0.461405678599609,0.438891328108214
