"","state","county","forecast","DemRepRatio"
"817469","north carolina","davidson",0.460097702603687,0.574200379634053
"818547","north carolina","durham",0.475968913696203,0.816767994942054
"822065","north carolina","forsyth",0.46958472223729,0.477029825887617
"827335","north carolina","gaston",0.46924645685631,0.359314688750088
"829041","north carolina","guilford",0.47160568295874,0.617326485483986
"834120","north carolina","harnett",0.457109663556319,0.385769163610966
"835222","north carolina","haywood",0.452529817963983,0.395910737774906
"835794","north carolina","henderson",0.469094269628187,0.368624037333914
"836776","north carolina","iredell",0.46703273905005,0.335863941802613
"839017","north carolina","johnston",0.461756642066869,0.369060278234276
"840368","north carolina","lee",0.466337760061503,0.395615183246073
"841706","north carolina","mecklenburg",0.471752977307084,0.671291815126607
"853659","north carolina","moore",0.468454107252051,0.350009835420628
"855070","north carolina","nash",0.470352598294495,0.501158882836945
"855788","north carolina","new hanover",0.471940896608883,0.510840432844928
"859417","north carolina","onslow",0.467031493408117,0.344961901512567
"860677","north carolina","pasquotank",0.476550236752543,0.501581471278441
"861189","north carolina","pitt",0.470117257084339,0.547950924229422
"863194","north carolina","randolph",0.473337017107478,0.225881718630896
"863996","north carolina","robeson",0.47003103591054,0.40618459830009
"865260","north carolina","surry",0.468253065772461,0.273297116590054
"866053","north carolina","union",0.468743482780096,0.332254391743043
"868100","north carolina","vance",0.462117335941465,0.597012774949573
"868598","north carolina","wake",0.473259337062437,0.634891119601377
"884402","north carolina","wayne",0.47435999429744,0.333849362957795
"885864","north carolina","wilson",0.475156140696038,0.380989502591133
"886533","ohio","allen",0.439070463927366,0.285475968883348
"887628","ohio","athens",0.454868907059742,0.576265896855738
"888074","ohio","auglaize",0.433763701397943,0.182757672207159
"888599","ohio","butler",0.449311445562514,0.380389602332651
"891461","ohio","carroll",0.431023138229067,0.322907432602193
"892288","ohio","clark",0.444406886309575,0.483306959613567
"893044","ohio","clermont",0.44408059624851,0.313743534998435
"895543","ohio","columbiana",0.433157762420062,0.272160537842518
"896529","ohio","cuyahoga",0.44871352623438,0.672471823873965
"910684","ohio","defiance",0.426348474857127,0.314474998685525
"911553","ohio","delaware",0.445950841221455,0.433723072562358
"912815","ohio","fairfield",0.437137160812237,0.59990218460466
"913689","ohio","franklin",0.44912680257537,0.584962310404024
"930977","ohio","fulton",0.431327506952125,0.703281181901467
"931577","ohio","greene",0.442915452103178,0.351351665939182
"933391","ohio","hamilton",0.447340125737764,0.539325973387215
"941491","ohio","hancock",0.440637954921007,0.321585496436879
"942138","ohio","huron",0.432509703100167,0.290436084596669
"943418","ohio","lake",0.4459727670228,0.512388200655519
"946938","ohio","licking",0.445969666459277,0.357084985254243
"949717","ohio","lorain",0.439901253908954,0.487585944698976
"952757","ohio","lucas",0.442217800705888,0.58532565145506
"956466","ohio","mahoning",0.442622160674887,0.490378071190363
"960204","ohio","medina",0.445628015469105,0.381233356960861
"963159","ohio","miami",0.432865694992896,0.274625661885893
"964163","ohio","montgomery",0.443398803422881,0.661548508508044
"967836","ohio","muskingum",0.437439051620458,0.300491992569908
"968429","ohio","portage",0.442439198980924,0.462101863599664
"971514","ohio","richland",0.433360962529969,0.303830844765926
"972244","ohio","ross",0.433812730376727,0.321516674280493
"973133","ohio","sandusky",0.430109133912491,0.359283873592839
"973772","ohio","stark",0.441138347520964,0.387508621575217
"977632","ohio","summit",0.445967912103311,0.553214478660184
"984570","ohio","trumbull",0.440879452333345,0.446471372840051
"985179","ohio","tuscarawas",0.439902972305715,0.297344683599788
"985882","ohio","union",0.44337269726321,0.332254391743043
"986832","ohio","warren",0.444338648582317,0.353587429863496
"991625","ohio","wayne",0.434157296574909,0.333849362957795
"993151","ohio","wood",0.434420271350765,0.438891328108214
"994067","oklahoma","canadian",0.342143655543355,0.277681947853778
"995054","oklahoma","carter",0.357878418968612,0.205592440687952
"995760","oklahoma","cleveland",0.359769848021316,0.394864587908066
"998852","oklahoma","comanche",0.356536132271165,0.396715918273116
"1000062","oklahoma","garfield",0.349395273160386,0.217902317077721
"1000701","oklahoma","lincoln",0.341094006357869,0.273723096494823
"1001277","oklahoma","mcclain",0.342011669688597,0.189754727975844
"1001786","oklahoma","muskogee",0.353268732026181,0.326925426628111
"1002841","oklahoma","oklahoma",0.35869166215883,0.494201008459623
"1014456","oklahoma","payne",0.355563188345761,0.379705400981997
"1015412","oklahoma","rogers",0.34255799762585,0.21983035304906
"1016479","oklahoma","tulsa",0.354897186912406,0.41990985090727
"1024406","oklahoma","washington",0.35131804770685,0.330211272748381
"1025211","pennsylvania","butler",0.473733453363027,0.380389602332651
"1027430","pennsylvania","chester",0.485647596852151,0.191743617599131
"1031231","pennsylvania","columbia",0.47108843517968,0.371892459890307
"1031798","pennsylvania","cumberland",0.480714684472482,0.504658832570203
"1034392","pennsylvania","delaware",0.479742336349255,0.433723072562358
"1037214","pennsylvania","erie",0.472243472463489,0.441151993543994
"1039713","pennsylvania","fayette",0.473462349937352,0.371022299171195
"1041053","pennsylvania","franklin",0.468855201632143,0.584962310404024
"1043092","pennsylvania","lancaster",0.479753252234287,0.476716206652512
"1047162","pennsylvania","lawrence",0.472689030597643,0.225789487877889
"1048238","pennsylvania","mercer",0.474218571811918,0.218127381600435
"1049304","pennsylvania","monroe",0.470961146071722,0.355735505445035
"1050328","pennsylvania","montgomery",0.486542255665806,0.661548508508044
"1060038","pennsylvania","northampton",0.479582444592951,0.583693045563549
"1063156","pennsylvania","washington",0.479161121376836,0.330211272748381
"1065798","pennsylvania","westmoreland",0.479639973604388,0.458396985436399
"1069684","pennsylvania","york",0.475199130631717,0.466274654572302
"1072493","south carolina","anderson",0.432664307137058,0.336177523264137
"1074068","south carolina","beaufort",0.435265373972779,0.369505178365938
"1075886","south carolina","dorchester",0.425596638952319,0.438960373855707
"1076424","south carolina","florence",0.431296949220899,0.268016472203157
"1077612","south carolina","jasper",0.438854467358551,0.211556099052278
"1078371","south carolina","oconee",0.417540827529878,0.329684533667246
"1079090","south carolina","pickens",0.439852016767227,0.257745575304728
"1080363","south carolina","richland",0.437416912850593,0.303830844765926
"1084556","south carolina","sumter",0.435668879893738,0.365106251924854
"1085369","south carolina","york",0.434548504528684,0.466274654572302
"1087838","tennessee","anderson",0.383794368129124,0.336177523264137
"1088708","tennessee","blount",0.390605654249507,0.222035142252731
"1090283","tennessee","bradley",0.390009102020854,0.227656159986832
"1091654","tennessee","coffee",0.389972679490857,0.252126887819033
"1092580","tennessee","cumberland",0.375597741168874,0.504658832570203
"1093146","tennessee","davidson",0.395335016821064,0.574200379634053
"1100516","tennessee","hamblen",0.399940285823548,0.226235037637284
"1101504","tennessee","hamilton",0.394955407139575,0.539325973387215
"1105081","tennessee","hardin",0.381582462072413,0.199584670568246
"1105576","tennessee","knox",0.39642515678204,0.410655667778178
"1110071","tennessee","madison",0.386022260928418,0.414480266994313
"1111605","tennessee","maury",0.391089176064568,0.314240878775991
"1112524","tennessee","montgomery",0.390257879880289,0.661548508508044
"1114918","tennessee","putnam",0.396213954779822,0.267147074144817
"1116195","tennessee","robertson",0.373860256755466,0.26158661369929
"1116765","tennessee","rutherford",0.394308331267703,0.391633828432858
"1118983","tennessee","shelby",0.396560763111382,0.544681903348836
"1126497","tennessee","sullivan",0.394060374758759,0.236175682327846
"1130163","tennessee","sumner",0.399400968364314,0.303728575504203
"1132155","tennessee","washington",0.392413672491696,0.330211272748381
"1134276","tennessee","williamson",0.400443994508172,0.355859865477461
"1137470","tennessee","wilson",0.38615204030175,0.380989502591133
"1139392","texas","cameron",0.45689748078767,0.0811013767209011
"1141666","texas","dallas",0.45897757940262,0.650221784130113
"1168172","texas","ellis",0.444184417634666,0.0875675675675676
"1168732","texas","grayson",0.450943244003402,0.190352182539683
"1170921","texas","guadalupe",0.443502868429197,0.573686657368666
"1172582","texas","hardin",0.451065850692341,0.199584670568246
"1173124","texas","harris",0.457254758431463,0.275940533980583
"1231286","texas","hidalgo",0.45372712913199,0.423571796191457
"1235904","texas","jefferson",0.460050766401766,0.486252586841484
"1238205","texas","johnson",0.442168885929674,0.215688715953307
"1239155","texas","kendall",0.454250789811795,0.529332907756144
"1241994","texas","lamar",0.448209352182975,0.223209293657203
"1242856","texas","medina",0.439850422693932,0.381233356960861
"1243947","texas","montgomery",0.464658371189038,0.661548508508044
"1247393","texas","smith",0.459390750863292,0.201611098679794
"1250023","texas","taylor",0.455451826981994,0.263540590787027
"1251598","texas","williamson",0.456563298640567,0.355859865477461
"1258273","texas","wise",0.435498645336431,0.18875940762321
"1258879","utah","cache",0.402991463541923,0.292016076052093
"1259882","utah","davis",0.404258429453903,0.319813651887876
"1264107","utah","salt lake",0.407397737099191,0.56008985524818
"1276238","utah","utah",0.401971961099145,0.248994835534297
"1281750","utah","washington",0.402323022296053,0.330211272748381
"1284319","utah","weber",0.40329060122256,0.339319750942437
"1287027","virginia","albemarle",0.512951117069095,0.671186976450134
"1288245","virginia","arlington",0.536211224967932,0.82517898826589
"1290511","virginia","augusta",0.508812427518285,0.260865379987486
"1291181","virginia","campbell",0.513663161549445,0.197564963410956
"1292768","virginia","chesterfield",0.513159629147974,0.533978158503153
"1296226","virginia","culpeper",0.504650999704634,0.398700664688873
"1296863","virginia","fairfax",0.519741945769692,0.713771195083149
"1310458","virginia","fauquier",0.505503775480355,0.411637880527759
"1311446","virginia","frederick",0.513356247289639,0.50169731707575
"1313700","virginia","hanover",0.502047616333553,0.363475763016158
"1314205","virginia","henrico",0.51138208785486,0.647579050285537
"1317374","virginia","loudoun",0.516257301346156,0.627651274607639
"1321348","virginia","norfolk",0.511627784528742,0.685669558411063
"1324530","virginia","prince william",0.517129938224525,0.637539326594819
"1331964","virginia","roanoke",0.508413408870543,0.388824484117783
"1333738","virginia","rockingham",0.507338508074537,0.31716988237379
"1334993","virginia","spotsylvania",0.513355568443018,0.465381589299764
"1338343","virginia","stafford",0.516390392277454,0.51674991332931
"1340076","virginia","suffolk",0.502239943011359,0.821918057939751
"1340706","virginia","warren",0.494482411678858,0.353587429863496
"1341333","wisconsin","barron",0.460077959642478,0.36780413649638
"1341893","wisconsin","brown",0.470847512076913,0.427410587942354
"1344814","wisconsin","chippewa",0.465284387750319,0.396118980169972
"1345642","wisconsin","columbia",0.461897315581038,0.371892459890307
"1346240","wisconsin","dane",0.476965459877333,0.767541336637314
"1352352","wisconsin","dodge",0.459895156390203,0.332471960520413
"1353078","wisconsin","eau claire",0.479243013318846,0.555116658766524
"1354154","wisconsin","fond du lac",0.468620264822658,0.365411238507685
"1355915","wisconsin","jefferson",0.465848968027042,0.486252586841484
"1356635","wisconsin","kenosha",0.476303075294499,0.484058968622727
"1358669","wisconsin","la crosse",0.465510223083271,0.568856155117992
"1359445","wisconsin","marathon",0.468872745941901,0.408420829356241
"1360837","wisconsin","marinette",0.459323615136412,0.324922805469784
"1361278","wisconsin","milwaukee",0.481829743945077,0.702504500395238
"1369370","wisconsin","oneida",0.468419694383303,0.39559851755626
"1370117","wisconsin","outagamie",0.475839674390454,0.449468185418474
"1372470","wisconsin","portage",0.472861227275055,0.462101863599664
"1373279","wisconsin","racine",0.476055927241168,0.4793574036201
"1375348","wisconsin","rock",0.471515606859017,0.55680462074562
"1376977","wisconsin","sauk",0.460797633432377,0.508637397825904
"1377804","wisconsin","shawano",0.460451895426946,0.31971843615495
"1378364","wisconsin","sheboygan",0.468828823516823,0.418806985010045
"1380217","wisconsin","st croix",0.462071436242164,0.418675188214266
"1381639","wisconsin","walworth",0.463135272561213,0.402348163841808
"1382412","wisconsin","washington",0.468353865341819,0.330211272748381
"1383643","wisconsin","waukesha",0.477270909484216,0.394247879949157
"1388412","wisconsin","winnebago",0.473085562483194,0.498752150867497
"1390421","wisconsin","wood",0.461405678599609,0.438891328108214
